qoi,mapCR,model,run,metric,shift,Tmin,Tmax
B,GONG2154,AWSoM,1,7.507036741864617,4,0.2,0.8
B,GONG2154,AWSoM,2,5.197479714196826,-5,0.2,0.8
B,GONG2154,AWSoM,3,6.79506240073499,-31,0.2,0.8
B,GONG2154,AWSoM,4,4.211181335669493,1,0.2,0.8
B,GONG2154,AWSoM,5,4.480678652037254,-23,0.2,0.8
B,GONG2154,AWSoM,6,6.408251684974425,-3,0.2,0.8
B,ADAPT2154,AWSoM,1,7.378200027732851,1,0.2,0.8
B,ADAPT2154,AWSoM,2,4.506453913288057,0,0.2,0.8
B,ADAPT2154,AWSoM,3,7.168552971217973,1,0.2,0.8
B,ADAPT2154,AWSoM,4,5.687778014089691,1,0.2,0.8
B,ADAPT2154,AWSoM,5,5.801406835344385,2,0.2,0.8
B,ADAPT2154,AWSoM,6,6.496807852856024,-1,0.2,0.8
B,GONG2208,AWSoMR,1,2.7440858394972785,37,0.2,0.8
B,GONG2208,AWSoMR,2,4.136706192239174,28,0.2,0.8
B,GONG2208,AWSoMR,3,2.8911149040519715,48,0.2,0.8
B,GONG2208,AWSoMR,4,2.647895874176696,21,0.2,0.8
B,GONG2208,AWSoMR,5,2.263135586490488,48,0.2,0.8
B,GONG2208,AWSoMR,6,2.3966836153878424,35,0.2,0.8
B,ADAPT2208,AWSoMR,1,4.578635065811457,-26,0.2,0.8
B,ADAPT2208,AWSoMR,2,3.633413606432628,8,0.2,0.8
B,ADAPT2208,AWSoMR,3,3.5055718763447143,-48,0.2,0.8
B,ADAPT2208,AWSoMR,4,3.7705669619550877,-46,0.2,0.8
B,ADAPT2208,AWSoMR,5,4.9191759001730055,-27,0.2,0.8
B,ADAPT2208,AWSoMR,6,3.2337530870185835,-6,0.2,0.8
B,GONG2209,AWSoMR,1,5.3388751248817,20,0.2,0.8
B,GONG2209,AWSoMR,2,4.095422101455601,48,0.2,0.8
B,GONG2209,AWSoMR,3,4.10182369199355,48,0.2,0.8
B,GONG2209,AWSoMR,4,2.5014562705692507,26,0.2,0.8
B,GONG2209,AWSoMR,5,2.3111821356803572,15,0.2,0.8
B,GONG2209,AWSoMR,6,4.510148546485443,46,0.2,0.8
B,ADAPT2209,AWSoMR,1,4.037399255359,15,0.2,0.8
B,ADAPT2209,AWSoMR,2,4.2156273484663265,-12,0.2,0.8
B,ADAPT2209,AWSoMR,3,3.0357369537319805,19,0.2,0.8
B,ADAPT2209,AWSoMR,4,4.080319996927731,-24,0.2,0.8
B,ADAPT2209,AWSoMR,5,3.3963608470232134,-3,0.2,0.8
B,ADAPT2209,AWSoMR,6,2.9923379108093298,8,0.2,0.8
B,GONG2152,AWSoMR,1,3.6351595908993706,-2,0.2,0.8
B,GONG2152,AWSoMR,2,3.051770312775211,14,0.2,0.8
B,GONG2152,AWSoMR,3,3.1226571630921063,16,0.2,0.8
B,GONG2152,AWSoMR,4,3.296179657561524,30,0.2,0.8
B,GONG2152,AWSoMR,5,5.163952297578074,37,0.2,0.8
B,GONG2152,AWSoMR,6,4.679689342300105,-9,0.2,0.8
B,ADAPT2152,AWSoMR,1,323.6839301710723,19,0.2,0.8
B,ADAPT2152,AWSoMR,2,4.16832108278996,17,0.2,0.8
B,ADAPT2152,AWSoMR,3,4986.929604245038,-48,0.2,0.8
B,ADAPT2152,AWSoMR,6,4.835281810759651,9,0.2,0.8
B,GONG2154,AWSoMR,1,4.172532233932357,3,0.2,0.8
B,GONG2154,AWSoMR,2,4.357203827434896,0,0.2,0.8
B,GONG2154,AWSoMR,3,5.547148950396695,41,0.2,0.8
B,GONG2154,AWSoMR,4,3.901661345230625,18,0.2,0.8
B,GONG2154,AWSoMR,5,8.000736884039101,48,0.2,0.8
B,GONG2154,AWSoMR,6,4.82874888086049,-14,0.2,0.8
B,ADAPT2154,AWSoMR,1,1102.4983343351605,-9,0.2,0.8
B,ADAPT2154,AWSoMR,2,6.599349738334364,1,0.2,0.8
B,ADAPT2154,AWSoMR,3,5.5362209719555935,-7,0.2,0.8
B,ADAPT2154,AWSoMR,4,6.70064845731234,3,0.2,0.8
B,ADAPT2154,AWSoMR,5,6.764624039814669,3,0.2,0.8
B,ADAPT2154,AWSoMR,6,7.735275429894513,-5,0.2,0.8
